Date,Interval,Customer Eco Parent,Customer Ecosystem,Primary Staff Group,Offered,Handled,Average Speed of Answer,Service Level,Average Handle Time,Transfers,Forecasted Offered,Forecasted Handled,Forecasted AHT,Timesamp,SLA Numeric
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_PHN_SG,86,75,35.8,23.30%,17.9,0,25,23,25.6,12/22/2025 12:00:00,23.3
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_MSG_SG,2,95,0.2,50.00%,5.6,1,5,5,23.7,12/22/2025 12:00:00,50
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_PHN_SG,286,78,115.6,33.90%,20.2,4,43,40,27.5,12/22/2025 12:00:00,33.9
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_MSG_SG,54,66,21.2,5.60%,13.5,5,15,14,23.4,12/22/2025 12:00:00,5.6
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_PHN_SG,114,88,21.9,50.90%,30.1,19,88,82,26.5,12/22/2025 12:00:00,50.9
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_MSG_SG,4,4,0.1,100.00%,42.9,2,2,2,19.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_PHN_SG,15,13,9.2,93.30%,14.3,8,5,5,24.9,12/22/2025 12:00:00,93.3
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_PCS_EN_MSG_SG,4,4,0.7,100.00%,18.5,0,2,2,21.2,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_PCS_EN_PHN_SG,2,3,1.5,100.00%,30.2,1,11,10,24.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Desktop,Desktop Premium,SBG_US_DT_PREMSAVE_EN_PHN_SG,21,21,8,81.00%,16.1,6,21,20,12,12/22/2025 12:00:00,81
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,0,0,-,-,-,0,0,0,25.9,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_PT_OMNI_SG,2,2,0.1,100.00%,26.6,0,1,1,33,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,5,5,0.1,100.00%,11,0,3,3,35,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,36,35,0.2,100.00%,30.6,0,38,38,29,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,12,12,0.2,100.00%,21,0,14,14,29,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,11,7,0.5,100.00%,14.4,0,6,6,14,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Intuit Enterprise Suite,SBG_US_OL_IES_EN_OMNI_SG,4,5,0.2,100.00%,43.6,1,9,8,29.3,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core,SBG_US_OL_QBO MM_EN_MSG_SG,0,0,-,-,-,0,5,5,21.8,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core,SBG_US_OL_QBO MM_EN_PHN_SG,31,29,3.3,100.00%,24.6,8,16,15,19.5,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core Plus,SBG_US_OL_PR-C MM_EN_MSG_SG,3,3,0.6,100.00%,15.4,0,4,4,22.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core Plus,SBG_US_OL_PR-C MM_EN_PHN_SG,16,15,0.3,100.00%,27.1,4,13,12,22,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core Plus Plus,SBG_US_OL_PCS MM_EN_MSG_SG,1,1,0.1,100.00%,99.5,0,6,6,22.9,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Core Plus Plus,SBG_US_OL_PCS MM_EN_PHN_SG,21,16,0.7,100.00%,17.7,3,16,15,20.5,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Premium,SBG_US_OL_PR-E MM_EN_MSG_SG,10,10,0.1,100.00%,25.6,1,15,15,23.1,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Mid-Market,Online Premium,SBG_US_OL_PR-E MM_EN_PHN_SG,56,54,1.9,98.20%,22.1,10,38,36,23.1,12/22/2025 12:00:00,98.2
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_BS_EN_MSG_SG,0,0,-,-,-,0,1,1,22.7,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_BS_EN_PHN_SG,4,4,1.4,100.00%,47.8,2,4,4,20.3,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_CORESAVE_EN_PHN_SG,23,17,26.5,60.90%,18.2,3,15,14,14.5,12/22/2025 12:00:00,60.9
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_DTM_EN_PHN_SG,26,26,0.1,100.00%,22.4,3,28,25,21.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,0,0,24.3,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_MA_EN_PHN_SG,5,5,0.5,100.00%,21.5,2,2,2,20.4,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_PCS_EN_PHN_SG,1,1,2.7,100.00%,4.3,0,1,1,14,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_QBO_EN_MSG_SG,1,1,0.1,100.00%,17.3,0,12,12,22.8,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_QBO_EN_PHN_SG,79,80,0.4,100.00%,21.7,23,59,55,22.5,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_QBSE_EN_MSG_SG,3,3,0.1,100.00%,5.2,1,3,3,12.8,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core,SBG_US_OL_QBSE_EN_PHN_SG,11,11,0.3,100.00%,12.5,2,10,9,15.2,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_BS_EN_MSG_SG,0,0,-,-,-,0,0,0,28.4,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_BS_EN_PHN_SG,1,1,1.2,100.00%,10.6,1,1,1,22.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,0,0,27.3,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_MA_EN_PHN_SG,4,4,4.4,100.00%,22.1,1,1,1,21.9,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_PR-C_EN_MSG_SG,22,19,0.6,100.00%,23.3,0,30,29,26,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_PR-C_EN_PHN_SG,97,92,0.9,100.00%,26.1,21,74,69,25,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_OL_QBO_EN_PHN_SG,32,31,0.7,100.00%,21.5,18,15,14,21.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus,SBG_US_WRKFRC_EN_MSG_SG,22,22,0.1,100.00%,11.7,5,11,11,14.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_BS_EN_MSG_SG,1,1,0.1,100.00%,64.6,0,2,2,26.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_BS_EN_PHN_SG,12,10,2.4,100.00%,21,5,9,9,17.9,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,0,0,26.3,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_MA_EN_PHN_SG,2,2,0.3,100.00%,16.9,0,1,1,16.1,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_PCS_EN_MSG_SG,10,10,0.3,100.00%,21.5,3,25,24,25.5,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_PCS_EN_PHN_SG,212,197,2.1,100.00%,20.9,67,165,155,20.1,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_PR-C_EN_PHN_SG,16,15,1.3,100.00%,15.5,6,6,6,20.2,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_QBCOM_EN_MSG_SG,0,0,-,-,-,0,0,0,20.9,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Core Plus Plus,SBG_US_OL_QBCOM_EN_PHN_SG,1,1,0.1,100.00%,27.1,0,1,1,15.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,1,1,24.1,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_MA_EN_PHN_SG,0,0,-,-,-,0,1,1,18.1,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PCS MM_EN_MSG_SG,0,0,-,-,-,0,2,2,25.7,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PCS MM_EN_PHN_SG,17,15,0.2,100.00%,21.6,8,14,13,20,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PCS_EN_MSG_SG,1,1,0.1,100.00%,3.7,0,2,2,28.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PCS_EN_PHN_SG,23,21,2.3,100.00%,18.5,9,17,16,22.7,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PR-E_EN_MSG_SG,19,19,0.1,100.00%,31.1,3,37,37,24.4,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PR-E_EN_PHN_SG,151,185,1.2,100.00%,25.5,35,157,147,23.1,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_PREMSAVE_EN_PHN_SG,21,15,7.8,85.70%,21.8,5,14,13,14.8,12/22/2025 12:00:00,85.7
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_SLU_EN_MSG_SG,10,10,0.1,100.00%,18.1,0,11,11,22.4,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_SLU_EN_PHN_SG,45,38,12.6,20.00%,25.4,13,37,34,22.1,12/22/2025 12:00:00,20
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,SBG_US_OL_SSSYNC_EN_PHN_SG,1,1,0.9,100.00%,17.6,0,0,0,22.1,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,Online Premium,-,0,0,-,-,-,0,0,0,21.6,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,QB Time,SBG_US_QBTIME SAVE_EN_PHN_SG,0,0,-,-,-,0,0,0,10.3,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Online,QB Time,SBG_US_QBTIME_EN_MSG_SG,10,10,0.1,100.00%,25.8,0,13,12,15.8,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Online,QB Time,SBG_US_QBTIME_EN_PHN_SG,57,56,0.4,100.00%,17.3,8,45,39,13.6,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Other-SBSEG,Fraud,SBG_US_FRAUD_EN_PHN_SG,6,6,0.1,100.00%,20.4,2,5,5,16.5,12/22/2025 12:00:00,100
Mon 12/22/2025,12:00:00 PM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Other-SBSEG,Security/GDPR,SBG_US_DATASEC_EN_PHN_SG,0,0,-,-,-,0,0,0,6.4,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,Other-SBSEG,Solution Provider,SBG_US_QSP_EN_OMNI_SG,0,0,-,-,-,0,0,0,16.9,12/22/2025 12:00:00,#VALUE!
Mon 12/22/2025,12:00:00 PM,QB Live,QB Live,SBSEG_QBL_DIWM_US_PHN,192,165,4.6,86.50%,33.9,44,94,94,34.4,12/22/2025 12:00:00,86.5
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Core,SBG_US_DT_AG_EN_MSG_SG,2,2,1.3,100.00%,26.3,0,1,1,23.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Core,SBG_US_DT_AGSILVER_EN_PHN_SG,28,20,4.7,100.00%,17.6,1,27,25,22.6,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Core,SBG_US_OL_AG_EN_MSG_SG,12,12,0.1,100.00%,25.2,0,0,0,-,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Core,SBG_US_OL_AGSILVER_EN_MSG_SG,0,0,-,-,-,0,14,14,22.9,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Core,SBG_US_OL_AGSILVER_EN_PHN_SG,33,31,0.4,100.00%,24.8,4,31,28,26.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_AGLF_EN_OMNI_SG,11,9,9.2,54.50%,15.2,0,4,3,24.1,12/22/2025 12:30:00,54.5
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_DT_AG_EN_MSG_SG,2,2,0.9,100.00%,11.3,0,0,0,23.3,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_DT_AGGOLD_EN_PHN_SG,22,22,1,100.00%,21.5,3,17,16,21.4,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_DT_AGPREM_EN_PHN_SG,15,15,2.3,93.30%,30,3,8,8,22.9,12/22/2025 12:30:00,93.3
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_OL_AG_EN_MSG_SG,56,56,0.1,100.00%,22.4,1,40,39,22.7,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_OL_AGGOLD_EN_PHN_SG,44,43,1.2,100.00%,23.8,5,38,34,25,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Accountant,Accountant Premium,SBG_US_OL_AGPREM_EN_PHN_SG,77,72,1.3,100.00%,22.1,9,63,56,22.8,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_BS_EN_MSG_SG,0,0,-,-,-,0,2,2,21.7,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_BS_EN_PHN_SG,17,16,1.2,100.00%,14.8,10,8,8,21.1,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_CORESAVE_EN_PHN_SG,3,4,0.1,100.00%,13.4,0,7,6,19.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_MA_EN_MSG_SG,4,4,0.1,100.00%,35,1,1,1,21.7,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_MA_EN_PHN_SG,10,12,9.3,100.00%,14.4,5,3,3,21.1,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_MAC_EN_MSG_SG,0,0,-,-,-,0,0,0,21.8,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_MAC_EN_PHN_SG,9,10,0.1,100.00%,15.8,1,6,6,22.4,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_PP_EN_MSG_SG,22,21,0.1,100.00%,15.5,11,12,12,22.9,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core,SBG_US_DT_PP_EN_PHN_SG,61,60,0.8,100.00%,23.6,18,67,63,22.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_BS_EN_MSG_SG,0,0,-,-,-,0,0,0,25.9,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_BS_EN_PHN_SG,0,0,-,-,-,0,8,8,24.2,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_DIY_EN_MSG_SG,13,14,0.1,100.00%,21.5,5,1,1,24.4,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_DIY_EN_PHN_SG,112,67,15.6,74.10%,23.8,3,58,53,25,12/22/2025 12:30:00,74.1
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_MA_EN_MSG_SG,0,0,-,-,-,0,1,1,23.5,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_MA_EN_PHN_SG,8,5,13.9,100.00%,23.5,3,1,1,23.9,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_PP_EN_PHN_SG,14,15,6.7,100.00%,15.6,3,12,12,27,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_PSG_EN_PHN_SG,13,13,0.1,100.00%,8.1,2,14,13,9.2,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_DT_WC_EN_PHN_SG,0,0,-,-,-,0,0,0,15.5,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus,SBG_US_WRKFRC_EN_MSG_SG,1,1,0.1,100.00%,35.2,0,0,0,22.6,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_BS_EN_MSG_SG,0,0,-,-,-,0,0,0,25.1,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_BS_EN_PHN_SG,2,2,1.7,100.00%,13.3,2,0,0,-,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_DIY_EN_PHN_SG,32,3,97.8,31.30%,12.7,1,7,7,23,12/22/2025 12:30:00,31.3
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_PCS_EN_MSG_SG,12,9,2.9,100.00%,11.8,4,11,11,21.4,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_PCS_EN_PHN_SG,26,25,1,100.00%,21.5,9,17,15,22.6,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Core Plus Plus,SBG_US_DT_PP_EN_PHN_SG,8,7,9.8,100.00%,23.8,3,10,10,24.2,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_MSG_SG,9,19,13.9,11.10%,28.1,0,3,3,22.7,12/22/2025 12:30:00,11.1
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_PHN_SG,84,65,34.8,38.10%,20.8,0,23,21,25.6,12/22/2025 12:30:00,38.1
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_MSG_SG,1,23,0.1,100.00%,7.2,0,5,4,23.7,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_PHN_SG,250,107,67.9,32.00%,23.6,8,38,36,27.5,12/22/2025 12:30:00,32
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_MSG_SG,62,98,8.2,56.50%,18.1,3,13,13,23.4,12/22/2025 12:30:00,56.5
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_PHN_SG,119,102,17.6,56.30%,24.2,22,85,80,26.5,12/22/2025 12:30:00,56.3
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_MSG_SG,5,5,0.1,100.00%,15.6,2,2,2,19.7,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_PHN_SG,10,6,17.8,90.00%,20.9,1,5,5,24.9,12/22/2025 12:30:00,90
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_PCS_EN_MSG_SG,0,0,-,-,-,0,2,2,21.2,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_PCS_EN_PHN_SG,13,12,3.2,100.00%,25.6,5,9,9,24.6,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Desktop,Desktop Premium,SBG_US_DT_PREMSAVE_EN_PHN_SG,35,24,12.3,77.10%,13.2,9,18,17,12,12/22/2025 12:30:00,77.1
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,0,0,-,-,-,0,0,0,25.9,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_PT_OMNI_SG,0,0,-,-,-,0,1,1,33,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,1,1,0.2,100.00%,22.4,0,2,2,35,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,35,35,0.2,100.00%,22.9,0,39,39,29,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,9,9,0.2,100.00%,17.1,0,15,15,29,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,5,4,0.5,100.00%,8.3,0,8,8,14,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Intuit Enterprise Suite,SBG_US_OL_IES_EN_OMNI_SG,11,11,0.3,100.00%,40,1,8,8,29.2,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core,SBG_US_OL_QBO MM_EN_MSG_SG,2,2,0.6,100.00%,35.2,0,6,6,21.8,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core,SBG_US_OL_QBO MM_EN_PHN_SG,9,12,0.6,100.00%,22.7,5,15,14,19.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core Plus,SBG_US_OL_PR-C MM_EN_MSG_SG,0,0,-,-,-,0,4,4,22.6,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core Plus,SBG_US_OL_PR-C MM_EN_PHN_SG,18,18,0.3,100.00%,22.9,4,13,12,22,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core Plus Plus,SBG_US_OL_PCS MM_EN_MSG_SG,2,2,0.1,100.00%,16.9,0,5,5,22.9,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Core Plus Plus,SBG_US_OL_PCS MM_EN_PHN_SG,20,20,1.1,100.00%,16.3,7,15,14,20.5,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Premium,SBG_US_OL_PR-E MM_EN_MSG_SG,10,10,0.1,100.00%,24.2,1,13,12,23.1,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Mid-Market,Online Premium,SBG_US_OL_PR-E MM_EN_PHN_SG,62,57,1,100.00%,18.8,14,35,33,23.1,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Online,Online Core,SBG_US_OL_BS_EN_MSG_SG,0,0,-,-,-,0,0,0,22.8,12/22/2025 12:30:00,#VALUE!
Mon 12/22/2025,12:30:00 PM,Online,Online Core,SBG_US_OL_BS_EN_PHN_SG,8,8,0.4,100.00%,16.1,4,4,4,20.3,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Online,Online Core,SBG_US_OL_CORESAVE_EN_PHN_SG,28,16,15.4,82.10%,15.8,2,14,13,14.5,12/22/2025 12:30:00,82.1
Mon 12/22/2025,12:30:00 PM,Online,Online Core,SBG_US_OL_DTM_EN_PHN_SG,19,19,0.2,100.00%,20.2,2,27,24,21.7,12/22/2025 12:30:00,100
Mon 12/22/2025,12:30:00 PM,Online,Online Core,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,0,0,24.3,12/22/2025 12:30:00,#VALUE!
