Date,Interval,Customer Eco Parent,Customer Ecosystem,Primary Staff Group,Offered,Handled,Average Speed of Answer,Service Level,Average Handle Time,Transfers,Forecasted Offered,Forecasted Handled,Forecasted AHT,Timesamp,SLA Numeric
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,0,0,-,-,-,0,1,1,24.5,12/22/2025 0:00:00,#VALUE!
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,0.3,100.00%,39.6,0,0,0,25.9,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,1,1,0.1,100.00%,32.3,0,0,0,31,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,1,1,0.1,100.00%,52.4,0,1,1,35,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,21,21,0.3,100.00%,24.4,0,14,14,29,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,7,6,0.4,100.00%,27.3,0,5,5,29,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,1,1,0.4,100.00%,5.7,0,2,2,14,12/22/2025 0:00:00,100
Mon 12/22/2025,12:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 0:00:00,#VALUE!
Mon 12/22/2025,12:00:00 AM,QB Live,QB Live,SBSEG_QBL_DIWM_US_PHN,1,0,-,100.00%,-,0,0,0,-,12/22/2025 0:00:00,100
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,0,0,-,-,-,0,1,1,24.5,12/22/2025 0:30:00,#VALUE!
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,0,0,-,-,-,0,0,0,25.9,12/22/2025 0:30:00,#VALUE!
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,5,5,0.9,100.00%,15.4,0,1,1,31,12/22/2025 0:30:00,100
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,3,3,0.1,100.00%,27.8,0,1,1,35,12/22/2025 0:30:00,100
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,15,15,0.3,100.00%,25.7,0,17,17,29,12/22/2025 0:30:00,100
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,6,7,0.2,100.00%,23.8,0,11,11,29,12/22/2025 0:30:00,100
Mon 12/22/2025,12:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,5,3,1.3,100.00%,7.9,0,2,2,14,12/22/2025 0:30:00,100
Mon 12/22/2025,12:30:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 0:30:00,#VALUE!
Mon 12/22/2025,12:30:00 AM,QB Live,QB Live,SBSEG_QBL_DIWM_US_PHN,1,1,0,100.00%,0.2,0,0,0,-,12/22/2025 0:30:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,2,1,0.6,100.00%,0.7,0,0,0,24.5,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,0.1,100.00%,44.7,0,1,1,25.9,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,2,2,0.3,100.00%,39.9,0,1,1,31,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,2,2,0.2,100.00%,30.2,0,2,2,35,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,17,17,0.3,100.00%,30.1,0,16,16,29,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,5,5,0.5,100.00%,23.2,0,7,7,29,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,1,0,-,100.00%,-,0,2,2,14,12/22/2025 1:00:00,100
Mon 12/22/2025,1:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 1:00:00,#VALUE!
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,1,2,0.1,100.00%,94.9,0,1,1,24.5,12/22/2025 1:30:00,100
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,3,3,0.3,100.00%,29.8,0,1,1,25.9,12/22/2025 1:30:00,100
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,4,4,1.4,100.00%,26,0,2,2,31,12/22/2025 1:30:00,100
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,10,7,8.8,30.00%,25.8,0,1,1,35,12/22/2025 1:30:00,30
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,14,14,0.3,100.00%,20.8,0,20,20,29,12/22/2025 1:30:00,100
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,7,7,0.2,100.00%,22.5,0,10,10,29,12/22/2025 1:30:00,100
Mon 12/22/2025,1:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,0,1,0,-,2.6,0,2,2,14,12/22/2025 1:30:00,#VALUE!
Mon 12/22/2025,1:30:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 1:30:00,#VALUE!
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,1,1,0.2,100.00%,21.5,0,1,1,24.5,12/22/2025 2:00:00,100
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,8.6,0.00%,9.7,0,1,1,25.9,12/22/2025 2:00:00,0
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,2,2,0.1,100.00%,31.7,0,1,1,31,12/22/2025 2:00:00,100
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,5,7,5.1,0.00%,21.5,0,1,1,35,12/22/2025 2:00:00,0
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,17,17,0.2,100.00%,22.1,0,18,18,29,12/22/2025 2:00:00,100
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,11,11,0.3,100.00%,30,0,12,12,29,12/22/2025 2:00:00,100
Mon 12/22/2025,2:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,4,2,0.9,100.00%,7.3,0,1,1,14,12/22/2025 2:00:00,100
Mon 12/22/2025,2:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 2:00:00,#VALUE!
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,1,1,0.1,100.00%,117.4,0,1,1,24.5,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,0.1,100.00%,10,0,1,1,25.9,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,2,2,1.5,100.00%,17.7,0,2,2,31,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,5,6,2.4,60.00%,42.5,0,1,1,35,12/22/2025 2:30:00,60
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,21,20,0.3,100.00%,26.5,0,19,19,29,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,7,7,0.4,100.00%,21.1,0,9,9,29,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,1,0,-,100.00%,-,0,2,2,14,12/22/2025 2:30:00,100
Mon 12/22/2025,2:30:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 2:30:00,#VALUE!
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,0,0,-,-,-,0,1,1,24.5,12/22/2025 3:00:00,#VALUE!
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,3,3,0.2,100.00%,15.2,0,0,0,25.9,12/22/2025 3:00:00,100
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,0,0,-,-,-,0,1,1,31,12/22/2025 3:00:00,#VALUE!
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,6,4,5.2,66.70%,11.6,0,2,2,35,12/22/2025 3:00:00,66.7
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,22,22,0.3,100.00%,17.2,0,24,24,29,12/22/2025 3:00:00,100
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,9,9,0.3,100.00%,30.3,0,9,9,29,12/22/2025 3:00:00,100
Mon 12/22/2025,3:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,0,0,-,-,-,0,2,2,14,12/22/2025 3:00:00,#VALUE!
Mon 12/22/2025,3:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 3:00:00,#VALUE!
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,2,2,0.1,100.00%,11.3,0,0,0,24.5,12/22/2025 3:30:00,100
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,0,0,-,-,-,0,0,0,25.9,12/22/2025 3:30:00,#VALUE!
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,3,2,0.3,100.00%,21.1,0,1,1,31,12/22/2025 3:30:00,100
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,5,6,3.5,60.00%,20,0,1,1,35,12/22/2025 3:30:00,60
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,24,24,0.3,100.00%,32.9,0,20,20,29,12/22/2025 3:30:00,100
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,6,6,1.9,66.70%,28.1,0,8,8,29,12/22/2025 3:30:00,66.7
Mon 12/22/2025,3:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,0,0,-,-,-,0,3,3,14,12/22/2025 3:30:00,#VALUE!
Mon 12/22/2025,3:30:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 3:30:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AG_EN_MSG_SG,0,0,-,-,-,0,0,0,23.3,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGGOLD_EN_PHN_SG,0,0,-,-,-,0,0,0,21.4,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGPREM_EN_PHN_SG,0,0,-,-,-,0,0,0,22.9,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AG_EN_MSG_SG,6,6,0.1,100.00%,18.1,0,5,5,22.6,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGGOLD_EN_PHN_SG,0,0,-,-,-,0,2,2,25,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGPREM_EN_PHN_SG,4,4,1,100.00%,14.5,0,3,3,22.8,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,3,3,3.5,66.70%,44.3,0,1,1,24.5,12/22/2025 4:00:00,66.7
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,0.4,100.00%,6.3,0,1,1,25.9,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,0,0,-,-,-,0,1,1,31,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_PT_OMNI_SG,1,1,0.1,100.00%,71.1,0,0,0,33,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,5,4,3,60.00%,39,0,2,2,35,12/22/2025 4:00:00,60
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,19,19,0.2,100.00%,32.8,0,23,23,29,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,9,9,0.2,100.00%,36.9,0,10,10,29,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,4,1,0.8,100.00%,1,0,2,2,14,12/22/2025 4:00:00,100
Mon 12/22/2025,4:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 4:00:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AG_EN_MSG_SG,0,0,-,-,-,0,0,0,23.3,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGGOLD_EN_PHN_SG,1,1,1.1,100.00%,50.5,0,0,0,21.4,12/22/2025 4:30:00,100
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGPREM_EN_PHN_SG,0,0,-,-,-,0,0,0,22.9,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AG_EN_MSG_SG,4,4,0.1,100.00%,13.9,0,6,6,22.6,12/22/2025 4:30:00,100
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGGOLD_EN_PHN_SG,1,1,0.5,100.00%,12.4,0,2,2,25,12/22/2025 4:30:00,100
Mon 12/22/2025,4:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGPREM_EN_PHN_SG,7,6,2.3,85.70%,14.3,2,4,4,22.8,12/22/2025 4:30:00,85.7
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,0,0,-,-,-,0,1,1,24.5,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,0,0,-,-,-,0,1,1,25.9,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,0,0,-,-,-,0,1,1,31,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_PT_OMNI_SG,0,0,-,-,-,0,1,1,33,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,3,3,10.3,0.00%,27.2,0,0,0,35,12/22/2025 4:30:00,0
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,14,14,0.2,100.00%,18.7,0,17,17,29,12/22/2025 4:30:00,100
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,3,3,0.3,100.00%,36.6,0,10,10,29,12/22/2025 4:30:00,100
Mon 12/22/2025,4:30:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,7,8,1.8,71.40%,5.9,0,3,3,14,12/22/2025 4:30:00,71.4
Mon 12/22/2025,4:30:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 4:30:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AG_EN_MSG_SG,0,0,-,-,-,0,0,0,23.3,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGGOLD_EN_PHN_SG,2,2,1.1,100.00%,14.4,0,1,1,21.4,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGPREM_EN_PHN_SG,4,3,0.8,100.00%,14,0,1,1,22.9,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AG_EN_MSG_SG,16,16,0.1,100.00%,23,0,10,10,22.7,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGGOLD_EN_PHN_SG,7,6,3.7,71.40%,12.3,0,5,4,25,12/22/2025 5:00:00,71.4
Mon 12/22/2025,5:00:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGPREM_EN_PHN_SG,20,12,13.4,45.00%,26.2,3,9,8,22.8,12/22/2025 5:00:00,45
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_MSG_SG,2,2,0.1,100.00%,31.3,0,1,1,22.7,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_PHN_SG,18,9,6.7,100.00%,11.7,0,4,4,25.6,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_PHN_SG,68,41,13.9,88.20%,24,1,12,11,27.5,12/22/2025 5:00:00,88.2
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_MSG_SG,6,5,0.8,100.00%,38.1,0,4,4,23.4,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_PHN_SG,31,29,0.3,100.00%,20.9,5,14,14,26.5,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_MSG_SG,0,0,-,-,-,0,1,1,19.6,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_MA_EN_PHN_SG,5,4,0.5,100.00%,8.7,0,1,1,25,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Desktop,Desktop Premium,SBG_US_DT_PCS_EN_PHN_SG,1,1,0.9,100.00%,13.2,0,2,2,24.6,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_DE_OMNI_SG,0,0,-,-,-,0,1,1,24.5,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_FR_OMNI_SG,1,1,0.1,100.00%,14.7,0,1,1,25.9,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_IT_OMNI_SG,2,2,0.1,100.00%,32.7,0,0,0,31,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_PT_OMNI_SG,2,2,0.1,100.00%,16.8,0,0,0,33,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_ALL_SP_OMNI_SG,3,2,8.3,0.00%,33.8,0,1,1,35,12/22/2025 5:00:00,0
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_GE_EN_MSG_SSG,17,17,0.2,100.00%,21.7,0,21,21,29,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_MSG_SSG,7,7,0.2,100.00%,33.1,0,10,10,29,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Mailchimp,Mailchimp,MC_NR_OL_PS_HV_EN_PHN_SSG,5,4,0.5,100.00%,4.2,0,3,3,14,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Core Plus Plus,SBG_US_OL_PCS_EN_PHN_SG,0,0,-,-,-,0,11,11,20.2,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_MA_EN_MSG_SG,0,0,-,-,-,0,0,0,23,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_MA_EN_PHN_SG,0,0,-,-,-,0,0,0,18.1,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_PCS MM_EN_MSG_SG,0,0,-,-,-,0,0,0,25.7,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_PCS MM_EN_PHN_SG,3,2,1.2,100.00%,11,0,3,3,20,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_PCS_EN_PHN_SG,4,3,0.7,100.00%,10.7,0,6,6,22.7,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_PR-E_EN_MSG_SG,5,5,0.1,100.00%,33.6,0,13,13,24,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_PR-E_EN_PHN_SG,42,37,0.8,100.00%,33.4,4,36,33,23.2,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_SLU_EN_MSG_SG,1,1,0.1,100.00%,51.4,0,2,2,23,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,SBG_US_OL_SLU_EN_PHN_SG,8,8,0.1,100.00%,26.4,0,7,7,22,12/22/2025 5:00:00,100
Mon 12/22/2025,5:00:00 AM,Online,Online Premium,-,0,0,-,-,-,0,0,0,24,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:00:00 AM,Other-SBSEG,Payments Risk,SBG_US_OL_PCS_EN_MSG_SG,0,0,-,-,-,0,0,0,19.8,12/22/2025 5:00:00,#VALUE!
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AG_EN_MSG_SG,0,0,-,-,-,0,0,0,23.3,12/22/2025 5:30:00,#VALUE!
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGGOLD_EN_PHN_SG,0,0,-,-,-,0,2,2,21.4,12/22/2025 5:30:00,#VALUE!
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_DT_AGPREM_EN_PHN_SG,1,2,0.1,100.00%,5.5,0,2,2,22.9,12/22/2025 5:30:00,100
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AG_EN_MSG_SG,17,17,0.1,100.00%,31.7,0,15,14,22.7,12/22/2025 5:30:00,100
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGGOLD_EN_PHN_SG,7,2,21.3,42.90%,13.8,0,8,8,25,12/22/2025 5:30:00,42.9
Mon 12/22/2025,5:30:00 AM,Accountant,Accountant Premium,SBG_US_OL_AGPREM_EN_PHN_SG,25,12,22,12.00%,21.3,0,17,15,22.8,12/22/2025 5:30:00,12
Mon 12/22/2025,5:30:00 AM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_MSG_SG,2,2,0.6,100.00%,23.5,0,1,1,22.7,12/22/2025 5:30:00,100
Mon 12/22/2025,5:30:00 AM,Desktop,Desktop Premium,SBG_US_DT_ASST_EN_PHN_SG,26,23,6.8,100.00%,24.6,0,6,6,25.6,12/22/2025 5:30:00,100
Mon 12/22/2025,5:30:00 AM,Desktop,Desktop Premium,SBG_US_DT_DIY_EN_PHN_SG,94,29,60.6,18.10%,20.9,1,13,12,27.5,12/22/2025 5:30:00,18.1
Mon 12/22/2025,5:30:00 AM,Desktop,Desktop Premium,SBG_US_DT_ES_EN_MSG_SG,12,11,0.9,100.00%,20.1,2,4,4,23.4,12/22/2025 5:30:00,100
